ASTAR
40
0, 0
39, 39
558, 587, 345, 96, 248, 234, 75, 228, 563, 40, 69, 666, 351, 644, 584, 541, 397, 295, 107, 341, 30, 169, 2, 216, 310, 589, 620, 478, 653, 577, 431, 619, 361, 483, 14, 163, 500, 331, 419, 215
468, 18, 218, -1, 216, 643, 522, 609, 412, 37, 432, 436, 163, 280, 40, 76, 6, 652, 415, 505, 210, 638, 337, 532, 559, 65, 435, 637, 8, 633, 295, 563, 585, 423, 390, 150, 275, 23, 553, 354
193, 576, 87, 133, 628, 445, 203, 322, 660, 136, 399, 159, 685, 440, 319, 59, 170, 680, 359, 2, 73, 86, 67, 674, 101, 612, 694, 399, 601, 588, 691, 279, 203, 663, 135, 349, 326, 155, 444, 302
479, 301, 323, 372, 278, 680, 226, 463, 623, 421, 243, 406, 268, 219, 237, 269, 451, 329, 6, 66, 256, 136, 377, 329, 513, 570, 151, 653, 419, 453, 647, 50, 488, 593, 327, 498, 84, 306, 507, 510
203, 533, 43, 605, 377, 491, 194, 105, 5, 649, 13, 472, 461, 644, 237, 513, 119, 576, 51, 174, 180, 515, 499, 297, 526, 605, 452, 586, 121, 212, 118, 94, 198, 419, 645, 225, 592, 517, 645, 411
597, 178, 23, 301, 605, 130, 578, 340, 409, 444, 637, 538, 187, 229, 463, 1, 497, 589, 486, 661, 500, 487, 378, 393, 147, 582, 335, 681, 133, 438, 62, 638, 76, 262, 367, 285, 528, 121, 689, 520
256, 289, 583, 484, 315, 626, 285, 141, 459, 553, 274, 570, 126, 413, 510, 361, 134, 208, 661, 565, 32, 655, 669, 309, 510, 280, 135, 693, 699, 668, 208, 312, 429, 33, 635, 579, 297, 240, 626, 26
407, 310, 563, 516, 138, 692, 206, 160, 559, 268, 609, 103, 361, 422, 500, 65, 443, 31, 172, 299, 605, 296, 488, 225, 273, 229, 654, 539, 241, 84, 549, 700, 114, 261, 92, 552, 319, 568, 652, 545
315, 552, 528, 518, 236, 108, 514, 593, 633, 517, 576, 531, 173, 131, 73, 398, 384, 538, 448, 169, 569, 19, 87, 90, 112, 526, 370, 518, 603, 283, 249, 255, 96, 511, 39, 465, 643, 266, 100, -1
625, 385, 406, 40, 33, 334, 9, 684, 293, 330, 74, 82, 231, 317, 660, 236, 232, 86, 462, 97, 151, 151, 137, 262, 500, 481, 506, 343, 430, 551, 246, 333, 177, 162, 632, 486, 160, 191, 422, 479
533, 285, 417, 28, 200, 190, 305, 274, 30, 593, 419, 385, 338, 20, 386, 490, 685, 420, 92, 193, 494, 693, 363, 497, 469, 147, 563, 420, 322, 141, 586, 451, 464, 35, 520, 194, 649, 104, 245, 191
346, 330, 196, 159, 644, 666, 502, 138, 416, 138, 155, 370, 505, 301, 177, 700, 383, 384, 237, 484, 539, 628, 646, 669, 177, 544, 360, 670, 115, 93, 647, 379, 31, 94, 210, 662, 193, 188, 117, 232
345, 381, 346, 61, 328, 591, 176, 225, 238, 685, 363, 589, 72, 172, 463, 119, 671, 262, 10, 273, 180, 286, 580, 236, 358, 275, 209, 355, 593, 595, 161, 662, 199, 589, 336, 689, 208, 551, 509, 264
304, 290, 190, 331, 360, 91, 159, 61, 368, 95, 271, 661, 153, 431, 584, 411, 224, 7, 662, 298, 438, 236, 436, -1, 168, 407, 221, 198, 375, 435, 359, 431, 566, 624, 312, 131, 158, 412, 136, 189
355, 538, 142, 86, 521, 82, 29, 211, 278, 119, 281, 544, 414, 147, 66, 418, 21, 522, 538, 19, 451, 628, 211, 595, 23, 138, 326, 676, 541, 64, 165, 352, 245, 441, 249, 386, 640, 269, 214, 646
410, 228, 562, 21, 640, 325, 178, 318, 644, 292, 356, 172, 580, 280, 358, 549, 400, 383, 638, 559, 307, 356, 612, 173, 111, 119, 454, 60, 563, 449, 138, 455, 340, 188, 75, 460, 56, 281, 422, 282
490, 493, 328, 470, 624, 437, 623, 373, 80, 395, 143, 384, 440, 470, 518, 141, 262, 66, 558, 47, 354, 568, 546, 223, 108, 675, 622, 358, 504, 288, 469, 431, 182, 606, 412, 139, 178, 317, 177, 530
637, 407, 678, 363, 30, 472, 79, 296, 560, 664, 602, 689, 619, 304, 535, 366, 18, 322, 281, 95, 186, 604, 517, 676, 336, 226, 601, 602, 517, 237, 533, 571, 47, 66, 135, 682, 185, 334, 8, 430
79, 82, 61, 407, 640, 446, 322, 497, 268, 660, 149, 640, 667, 663, 365, 172, 558, 578, 652, 31, 335, 155, -1, 13, 507, 614, 606, 624, 578, 260, 192, 88, 270, 1, 700, 533, 501, 125, 75, 477
94, 490, 214, 602, 48, 236, 50, 630, 310, 293, 423, 356, 32, 584, 88, 543, 699, 291, 80, 412, 140, 21, 71, 96, 12, 319, 426, 550, 588, 338, 363, 275, 546, 689, 253, 129, 540, 626, 208, 273
111, 129, 33, 145, 6, 602, 490, 144, 513, 320, 244, 310, 82, 193, 337, 663, 246, 546, 132, 207, 345, 589, 197, 233, 295, 444, 586, 20, 427, 427, 79, 525, 598, 418, 418, 229, 266, 494, 418, 70
527, 488, 285, 1, 92, 210, 219, 329, 202, 313, 467, 187, 643, 503, 685, 311, 488, 606, 210, 652, 81, 229, 532, 490, 327, 417, 190, 489, 88, 455, 544, 156, 305, 402, 361, 9, 414, 390, 448, 692
75, 224, 636, 436, 50, 99, 670, 483, 321, 434, 203, 629, 662, 428, 573, 344, 256, 48, 546, 692, 598, 251, 467, 550, 397, 128, 344, 283, 281, 626, 84, 614, 553, 674, 340, 215, 363, 393, 134, 385
572, 414, 67, 34, 485, 591, 491, 381, 592, 107, 638, 635, 664, 636, 459, 258, 43, 515, 70, 483, 491, 301, 337, 395, 143, 83, 159, 615, 556, 412, 138, 219, 566, 102, 470, 381, 134, 531, 327, 343
685, 207, 110, 442, 129, 687, 65, 15, 362, 644, 496, 279, 425, 523, 437, 662, 124, 359, 598, 587, 295, 143, 421, 319, 538, 232, 254, 63, 79, 584, 585, 522, 269, 382, 77, 272, 488, 373, 206, 359
72, 369, 130, 129, 616, 415, 481, 1, 696, 365, 589, 211, 574, 461, 527, 507, 331, 496, 607, 567, 377, 494, 271, 608, 279, 367, 183, 452, 642, 301, 502, 349, 151, 8, 377, 6, 385, 329, 416, 477
351, 406, 566, 582, 66, 461, 500, 315, 119, 131, 310, 125, 599, 336, 258, 175, 546, 507, 184, 308, 367, 383, 427, 479, 241, 413, 521, 565, 91, 108, 449, 457, 37, 524, 63, 505, 451, 673, 516, 494
232, 44, 376, 273, 153, 650, 634, 555, 286, 449, 59, 429, 207, 313, 424, 561, 206, 414, 615, 558, 471, 304, 177, 467, 448, 76, 83, 197, 404, 316, 686, 455, 695, 141, 400, 255, 109, 54, 644, 144
128, 416, 502, 260, 542, 181, 141, 593, 136, 595, 527, 418, 531, 475, 301, 161, 632, 205, 403, 177, 554, 378, 518, 504, 442, 96, 140, 335, 420, 541, 222, 288, 330, 97, 432, 147, 681, 179, 345, 451
473, 240, 109, 81, 352, 246, 650, 73, 5, 69, 188, 624, 437, 484, 563, 80, 141, 318, 312, 54, 374, 2, 291, 115, 583, 182, 151, 116, 567, 154, 46, 201, 225, 74, 498, 140, 358, 200, 97, 78
398, 625, 302, 424, 496, 548, 362, 638, 586, 141, 492, 367, 251, 682, 87, 472, 346, 503, 647, 463, 231, 329, 700, 76, 644, 167, 584, 632, 46, 321, 279, 298, 477, 299, 254, 141, 335, 223, 178, 576
23, 173, 688, 163, 375, 25, 635, 190, 323, 399, 330, 285, 435, 80, 580, 641, 298, 278, 533, 503, 428, 647, 676, 567, 511, 653, 101, 645, 576, 295, 306, 265, 682, 565, 682, 560, 317, 18, 511, 223
580, 243, 23, 547, 39, 467, 336, 214, 602, 676, 189, 518, 459, 528, 226, 603, 428, -1, 281, 32, 138, 632, 465, 485, 193, 88, 550, 65, 10, 677, 81, 406, 82, 336, 199, 287, 257, 192, 332, 568
570, 700, 224, 59, 132, 284, 28, 257, 496, 13, 208, 536, 165, 238, 586, 25, 582, 475, 455, 114, 131, 149, 151, 319, 560, 606, 383, 151, 618, 574, 85, 155, 155, 411, 141, 675, 303, 227, 11, 174
154, 665, 175, 200, 375, 677, 442, 338, 283, 272, 676, 692, 437, 114, 426, 378, 393, 42, 25, 612, 109, 304, 287, 132, 616, 402, 371, 348, 617, 242, 219, 186, 183, 184, 282, 209, 504, 160, 284, 602
53, 520, 263, 193, 148, 313, 485, 464, 594, 575, 178, 220, 263, 696, 347, 668, 182, 247, 203, 551, 9, 144, 363, 590, 192, 460, 608, 256, 378, 142, 629, 150, 298, 201, 480, 315, 520, 665, 607, 5
690, 417, 319, 462, 567, 690, 551, 595, 97, 206, 690, 231, 631, 398, 449, 296, 625, 681, 350, 161, 542, 651, 666, 590, 248, 219, 509, 317, 592, 485, 140, 13, 135, 110, 594, 222, 418, 633, 594, 202
521, 631, 428, 465, 633, 372, 320, 590, 678, 563, 572, 657, 93, 485, 610, 179, 469, 217, 484, 646, 147, 384, 227, 556, 100, 355, 688, 543, 131, 2, 138, 432, 433, 462, 630, 415, 622, 632, 675, 631
74, 307, 57, 671, 463, 252, 446, 98, 542, 118, 683, 580, 124, 68, 610, 440, 488, 687, 10, 294, 600, 424, 444, 672, 366, 474, 165, 353, 592, 166, 42, 69, 221, 441, 221, 107, 491, 507, 113, 265
